STATIONID,HUC8,season,DRNAREA,US_L3NAME,Richness,richEPT,SHANdivers,DEV,has_aml,unconventional_density,conventional_density,IBI,Small,CG,FC,PR,SC,SH
20150414-1215-smeans,2050205,spring,4.04056675654,North Central Appalachians,33,17,2.8,0.171062691131,0,0.0,0.0,86.2998,1,0.15151515151515152,0.09090909090909091,0.3939393939393939,0.24242424242424243,0.12121212121212122
20150414-1015-mbrickner,5020006,spring,1.82265703404,Central Appalachians,31,20,2.53,8.29414007881,0,0.0,0.0,84.5731,1,0.2903225806451613,0.16129032258064516,0.22580645161290322,0.25806451612903225,0.06451612903225806
20150414-1400-mbrickner,5020006,spring,2.48955906436,Central Appalachians,30,21,2.76,5.13858514417,0,0.0,0.0,91.6061,1,0.3333333333333333,0.13333333333333333,0.23333333333333334,0.16666666666666666,0.13333333333333333
20150414-1130-mbrickner,5020006,spring,4.53810787522,Central Appalachians,29,17,2.49,5.3367368645,0,0.0,0.44071230896049235,88.0508,1,0.2413793103448276,0.1724137931034483,0.2413793103448276,0.2413793103448276,0.10344827586206896
20150414-0733-WQN,5020004,spring,8.95241933395,Central Appalachians,34,17,2.73,3.09345939511,0,0.0,0.33510494628230686,81.8518,1,0.23529411764705882,0.11764705882352941,0.3235294117647059,0.29411764705882354,0.029411764705882353
20150414-0183-WQN,2040103,spring,16.8585542945,Northern Allegheny Plateau,31,21,2.5,2.31772455748,0,0.0,0.0,86.2595,1,0.25806451612903225,0.12903225806451613,0.22580645161290322,0.3548387096774194,0.03225806451612903
20150415-0930-jaygerber,5010003,spring,7.2979261782,North Central Appalachians,21,12,2.28,3.52439456711,1,0.0,0.27405045641243947,71.616,1,0.19047619047619047,0.19047619047619047,0.3333333333333333,0.14285714285714285,0.14285714285714285
20150415-1030-jaygerber,5010003,spring,1.01647438168,North Central Appalachians,25,19,2.61,1.64108798055,0,0.0,0.0,84.5263,1,0.28,0.16,0.24,0.2,0.12
20150415-1300-hsmiles,2050203,spring,9.86834291446,North Central Appalachians,32,22,2.7,0.102127060149,0,0.0,0.0,97.6855,1,0.3125,0.09375,0.1875,0.28125,0.125
20150415-1200-jaygerber,5010003,spring,0.673157494905,North Central Appalachians,21,14,2.3,0.0,0,0.0,0.0,74.1198,1,0.19047619047619047,0.14285714285714285,0.3333333333333333,0.19047619047619047,0.14285714285714285
20150415-1130-mhoger,5020005,spring,1.30480496245,Western Allegheny Plateau,22,12,2.15,4.07209020153,0,0.0,2.2991941986233515,50.4526,1,0.22727272727272727,0.18181818181818182,0.18181818181818182,0.3181818181818182,0.09090909090909091
20150415-0730-mhoger,5030106,spring,0.383629880794,Western Allegheny Plateau,24,18,2.51,2.10367388022,0,0.0,0.0,85.505,1,0.375,0.16666666666666666,0.25,0.16666666666666666,0.041666666666666664
20150415-1830-mhoger,5020005,spring,4.33889835785,Western Allegheny Plateau,25,13,2.22,7.63487175836,0,0.0,1.8437859890232922,52.7563,1,0.2,0.08,0.24,0.36,0.08
20150415-0845-mhoger,5020005,spring,2.92860000494,Western Allegheny Plateau,22,12,2.27,6.28007858339,0,2.731680661922249,3.07314074466253,56.1653,1,0.13636363636363635,0.13636363636363635,0.2727272727272727,0.36363636363636365,0.09090909090909091
20150415-1000-mhoger,5020005,spring,3.29581894468,Western Allegheny Plateau,25,14,2.75,4.54582732886,0,0.0,0.6068294507586142,63.8891,1,0.28,0.12,0.24,0.32,0.04
20150415-1045-mhoger,5020005,spring,5.5756654894,Western Allegheny Plateau,31,16,2.6,6.68790470584,0,3.7663665512078306,1.076104728916523,66.6488,1,0.22580645161290322,0.12903225806451613,0.2903225806451613,0.25806451612903225,0.0967741935483871
20150415-1600-mhoger,5020005,spring,1.7871707874,Western Allegheny Plateau,20,11,1.52,5.16172244669,0,3.35726167991414,2.238174453276093,41.3626,1,0.15,0.2,0.2,0.4,0.05
20150415-1615-mhoger,5020005,spring,2.80090357657,Western Allegheny Plateau,22,10,1.96,5.64547259292,0,1.4281105688395097,0.0,41.63,1,0.2727272727272727,0.13636363636363635,0.13636363636363635,0.4090909090909091,0.045454545454545456
20150415-1730-mhoger,5020005,spring,1.8863700993,Western Allegheny Plateau,16,9,1.2,6.07344632768,0,3.180711994017769,2.1204746626785127,35.591,1,0.3125,0.1875,0.1875,0.25,0.0625
20150415-0882-WQN,5010006,spring,22.8972013914,Western Allegheny Plateau,30,15,2.36,4.8777608575,1,0.0,13.582445936681548,71.9875,1,0.3,0.13333333333333333,0.26666666666666666,0.26666666666666666,0.0
20150416-1100-gkenderes,5030101,spring,12.4145872999,Western Allegheny Plateau,25,10,2.21,10.9062067464,0,0.0805504021875987,0.0,44.2736,1,0.36,0.12,0.16,0.28,0.08
20150416-1130-gkenderes,5030101,spring,3.05343899886,Western Allegheny Plateau,7,1,1.23,9.09251858971,0,0.0,0.0,25.3513,1,0.5714285714285714,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285
20150416-1200-gkenderes,5030101,spring,3.05370929671,Western Allegheny Plateau,11,2,1.99,9.09171376908,0,0.0,0.0,28.1138,1,0.36363636363636365,0.0,0.18181818181818182,0.2727272727272727,0.09090909090909091
20150416-1001-jbrancato,5010001,spring,11.3377978831,North Central Appalachians,28,22,2.4,0.130441149926,0,0.0,0.7938049427936357,90.2008,1,0.2857142857142857,0.14285714285714285,0.21428571428571427,0.25,0.10714285714285714
20150416-1246-jbrancato,5010005,spring,7.43898304327,North Central Appalachians,30,20,2.82,2.77549961069,0,0.0,5.108225113428421,87.073,1,0.26666666666666666,0.13333333333333333,0.3,0.23333333333333334,0.06666666666666667
20150416-1130-jaygerber,5010003,spring,4.3635726904,North Central Appalachians,25,15,2.38,3.13083491881,0,0.0,0.0,71.6981,1,0.24,0.16,0.28,0.12,0.2
20150416-1230-jaygerber,5010003,spring,3.56966928334,North Central Appalachians,22,14,2.42,3.8271404619,0,0.0,0.0,73.5128,1,0.22727272727272727,0.13636363636363635,0.22727272727272727,0.22727272727272727,0.18181818181818182
20150416-1245-jbrancato,5010003,spring,5.44569083628,North Central Appalachians,20,15,1.84,15.5273028951,0,0.0,6.243468647446337,64.0608,1,0.4,0.25,0.1,0.15,0.1
20150416-0930-josecocco,5010007,spring,59.044712429,Central Appalachians,5,1,1.48,5.92655035439,1,0.0,0.4911532092712261,29.217,0,0.6,0.0,0.0,0.0,0.4
20150416-1100-josecocco,5010007,spring,62.9909838489,Central Appalachians,17,9,2.22,6.21645313554,1,0.0,0.5873856501234204,47.9353,0,0.47058823529411764,0.17647058823529413,0.11764705882352941,0.11764705882352941,0.11764705882352941
20150416-1300-josecocco,5010007,spring,68.7714964966,Central Appalachians,16,9,2.45,6.00460415497,1,0.0,0.8579135689291989,54.7625,0,0.375,0.1875,0.1875,0.125,0.125
20150416-1045-garys,5010007,spring,2.12770746769,Central Appalachians,22,14,2.39,1.31029726689,0,0.0,0.46998942062541876,72.6488,1,0.4090909090909091,0.13636363636363635,0.045454545454545456,0.3181818181818182,0.09090909090909091
20150416-1330-josecocco,5010007,spring,68.9044444261,Central Appalachians,14,7,2.2,6.00366612999,1,0.0,0.8562582644908702,58.0088,0,0.35714285714285715,0.14285714285714285,0.21428571428571427,0.07142857142857142,0.21428571428571427
20150416-0630-mhoger,5020005,spring,41.0366199814,Western Allegheny Plateau,22,11,2.18,6.13085044319,0,3.1679022312004004,1.1209500202709108,56.7488,0,0.13636363636363635,0.18181818181818182,0.18181818181818182,0.4090909090909091,0.09090909090909091
20150416-0730-mhoger,5020005,spring,23.0007640829,Western Allegheny Plateau,20,11,1.95,6.40500689153,0,3.1738076064295666,1.1738740462136754,50.0288,1,0.2,0.2,0.2,0.3,0.1
20150416-0873-WQN,5010003,spring,19.261618046,North Central Appalachians,28,17,2.37,1.86718789155,0,0.0,5.191671839882979,63.0925,1,0.39285714285714285,0.14285714285714285,0.10714285714285714,0.35714285714285715,0.0
20150417-1045-jbrancato,5010005,spring,3.15059176988,North Central Appalachians,15,9,1.67,0.560103931758,0,0.0,1.2696027578820064,61.127,1,0.06666666666666667,0.13333333333333333,0.4,0.2,0.2
20150417-1115-jbrancato,5010005,spring,1.01805755482,North Central Appalachians,21,13,2.35,0.641001327518,0,0.0,0.0,75.3893,1,0.09523809523809523,0.23809523809523808,0.2857142857142857,0.23809523809523808,0.14285714285714285
20150417-1215-jbrancato,5010005,spring,3.42309061927,North Central Appalachians,23,17,2.46,0.709539870726,0,0.2921336625944357,1.1685346503777427,78.9535,1,0.13043478260869565,0.17391304347826086,0.2608695652173913,0.30434782608695654,0.13043478260869565
20150417-1030-jaygerber,5010003,spring,0.574769076559,North Central Appalachians,27,21,2.55,3.14410480349,0,0.0,0.0,93.0631,1,0.3333333333333333,0.1111111111111111,0.25925925925925924,0.2222222222222222,0.07407407407407407
20150417-1200-jaygerber,5010003,spring,2.29100598464,North Central Appalachians,22,15,2.37,1.16465254252,0,0.0,0.43648947523685155,82.0036,1,0.2727272727272727,0.09090909090909091,0.22727272727272727,0.22727272727272727,0.18181818181818182
20150419-1200-SRBC,2050205,spring,70.3234309243,North Central Appalachians,23,19,2.36,0.850268231211,0,0.0,0.0,92.7851,0,0.30434782608695654,0.08695652173913043,0.30434782608695654,0.30434782608695654,0.0
20150420-1400-jaygerber,5010003,spring,1.66515061394,North Central Appalachians,28,19,2.69,2.54852398952,0,0.0,0.6005462758914328,87.1443,1,0.21428571428571427,0.14285714285714285,0.25,0.25,0.14285714285714285
20150420-1145-jbrancato,5010003,spring,3.68122506851,North Central Appalachians,26,14,2.53,3.60417060021,0,0.0,2.7164869884056198,65.9686,1,0.2692307692307692,0.15384615384615385,0.15384615384615385,0.2692307692307692,0.15384615384615385
20150420-1000-jbrancato,5010003,spring,1.74423204281,North Central Appalachians,35,19,2.92,1.59615682628,0,0.0,1.7199546427130918,83.35,1,0.2,0.14285714285714285,0.2571428571428571,0.2571428571428571,0.14285714285714285
20150420-1100-jaygerber,5010003,spring,3.73713811001,North Central Appalachians,24,20,2.55,1.65629972516,0,0.0,10.168208634895304,78.7383,1,0.25,0.125,0.20833333333333334,0.25,0.16666666666666666
20150420-1200-jaygerber,5010003,spring,0.729997271908,North Central Appalachians,21,14,2.0,3.62866966411,0,0.0,10.958945064397751,67.9468,1,0.23809523809523808,0.09523809523809523,0.2857142857142857,0.14285714285714285,0.23809523809523808
20150420-1300-jaygerber,5010003,spring,0.619792976006,North Central Appalachians,28,20,2.75,3.10884057068,0,0.0,1.6134419696784679,92.8863,1,0.2857142857142857,0.14285714285714285,0.25,0.21428571428571427,0.10714285714285714
20150420-0930-smeans,2050104,spring,12.1574954281,Northern Allegheny Plateau,28,17,2.61,5.50934263309,0,1.645075675189922,0.0,65.0535,1,0.32142857142857145,0.10714285714285714,0.14285714285714285,0.35714285714285715,0.07142857142857142
20150421-1420-emosbacher,5010009,spring,4.32743000611,Western Allegheny Plateau,21,10,1.62,8.68304348214,0,0.2310840380059473,0.2310840380059473,38.711,1,0.23809523809523808,0.19047619047619047,0.2857142857142857,0.23809523809523808,0.047619047619047616
20150421-0900-jaygerber,5010003,spring,0.588361197147,North Central Appalachians,22,16,2.33,3.49806392334,0,0.0,0.0,83.6456,1,0.2727272727272727,0.09090909090909091,0.3181818181818182,0.18181818181818182,0.13636363636363635
20150421-1000-jaygerber,5010003,spring,1.4840510527,North Central Appalachians,22,15,2.41,4.06421564801,0,0.0,0.0,83.5921,1,0.3181818181818182,0.13636363636363635,0.2727272727272727,0.13636363636363635,0.13636363636363635
20150421-1100-jaygerber,5010003,spring,0.44950532887,North Central Appalachians,19,15,2.24,6.05618074049,0,0.0,0.0,80.9633,1,0.21052631578947367,0.05263157894736842,0.3157894736842105,0.15789473684210525,0.2631578947368421
20150421-1330-jaygerber,5010003,spring,0.944922678702,North Central Appalachians,25,20,2.59,1.96559192514,0,0.0,0.0,93.0055,1,0.2,0.16,0.24,0.2,0.2
20150422-1432-jbutt,2050201,spring,2.7335607973,Central Appalachians,31,20,2.48,2.41411458922,0,0.0,0.0,93.2806,1,0.25806451612903225,0.0967741935483871,0.1935483870967742,0.2903225806451613,0.16129032258064516
20150422-1250-jbutt,2050201,spring,7.1064780706,Central Appalachians,33,20,2.63,2.32342057933,0,0.0,0.8443000795038575,85.9453,1,0.24242424242424243,0.12121212121212122,0.24242424242424243,0.24242424242424243,0.15151515151515152
20150422-1046-jbutt,2050201,spring,2.18412249093,Central Appalachians,33,20,2.69,3.99554479076,0,0.0,0.4578497791001638,82.4718,1,0.24242424242424243,0.12121212121212122,0.24242424242424243,0.15151515151515152,0.24242424242424243
20150422-1245-jbrancato,5010003,spring,1.32843671756,North Central Appalachians,25,22,2.72,1.89809028282,0,0.0,3.7638224944457472,88.8748,1,0.28,0.12,0.12,0.32,0.16
20150422-0900-jaygerber,5010003,spring,4.32117454152,North Central Appalachians,28,19,2.62,1.83366545435,0,0.0,3.0084413103635406,86.4336,1,0.32142857142857145,0.17857142857142858,0.25,0.17857142857142858,0.07142857142857142
20150422-1200-jaygerber,5010003,spring,0.657132693644,North Central Appalachians,26,21,2.48,0.0,0,0.0,0.0,92.9343,1,0.3076923076923077,0.11538461538461539,0.23076923076923078,0.15384615384615385,0.19230769230769232
20150422-1400-jaygerber,5010003,spring,0.318024730571,North Central Appalachians,24,20,2.45,0.121418164157,0,0.0,0.0,90.4336,1,0.28,0.16,0.16,0.24,0.16
20150422-1501-jaygerber,5010003,spring,3.58360892974,North Central Appalachians,26,20,2.59,1.18203564425,0,0.0,0.0,90.1351,1,0.2692307692307692,0.19230769230769232,0.15384615384615385,0.2692307692307692,0.11538461538461539
20150422-1015-jbrancato,5010003,spring,3.18136711109,North Central Appalachians,29,19,2.49,3.25286142568,0,0.0,0.6286605506884617,87.2281,1,0.20689655172413793,0.13793103448275862,0.3103448275862069,0.1724137931034483,0.13793103448275862
20150422-1100-jbrancato,5010003,spring,1.17726299,North Central Appalachians,17,12,2.25,3.11926003674,0,0.0,0.8494278750748803,70.7545,1,0.35294117647058826,0.058823529411764705,0.23529411764705882,0.17647058823529413,0.17647058823529413
20150422-1100-jaygerber,5010003,spring,0.900671058834,North Central Appalachians,20,15,2.34,0.990353697749,0,0.0,1.1102832606774222,77.6846,1,0.3,0.15,0.15,0.25,0.15
20150422-1000-jaygerber,5010003,spring,0.388688312035,North Central Appalachians,23,18,2.21,0.327836280548,0,0.0,2.5727555191058937,81.8955,1,0.34782608695652173,0.043478260869565216,0.2608695652173913,0.2608695652173913,0.08695652173913043
20150422-1300-jaygerber,5010003,spring,2.87901965597,North Central Appalachians,27,22,2.7,0.406389570676,0,0.0,0.34734045595221186,90.3415,1,0.25925925925925924,0.18518518518518517,0.14814814814814814,0.25925925925925924,0.14814814814814814
20150423-0817-jbutt,2040104,spring,4.18513749371,North Central Appalachians,32,25,2.8,12.0635887216,0,0.0,0.0,94.016,1,0.28125,0.125,0.125,0.25,0.21875
20150423-1612-mlookenbil,2050205,spring,4.19235830777,North Central Appalachians,24,20,2.26,1.93974449899,0,0.0,0.0,88.4493,1,0.3333333333333333,0.125,0.25,0.20833333333333334,0.08333333333333333
20150423-0930-jbrancato,5010003,spring,1.39041215376,North Central Appalachians,25,17,2.49,13.7386136414,0,0.0,1.4384224092054516,84.4261,1,0.4,0.16,0.2,0.16,0.08
20150423-1100-jaygerber,5010003,spring,1.86586607648,North Central Appalachians,26,19,2.43,0.24006125701,0,0.0,0.5359441455125887,91.7705,1,0.3076923076923077,0.11538461538461539,0.23076923076923078,0.23076923076923078,0.11538461538461539
20150423-1000-jaygerber,5010003,spring,1.40651418298,North Central Appalachians,26,20,2.43,1.44131777625,0,0.0,2.1329326332450202,89.9813,1,0.23076923076923078,0.15384615384615385,0.23076923076923078,0.19230769230769232,0.19230769230769232
20150423-1315-jbrancato,5010003,spring,3.03335972981,North Central Appalachians,28,20,2.89,4.09771373288,0,0.0,3.6263420694547843,88.384,1,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.10714285714285714,0.17857142857142858
20150423-1145-jbrancato,5010003,spring,3.33122796337,North Central Appalachians,21,12,2.45,6.36837834705,0,0.0,6.303981664093496,71.7915,1,0.23809523809523808,0.09523809523809523,0.3333333333333333,0.14285714285714285,0.19047619047619047
20150423-0930-jaygerber,5010003,spring,0.652614858107,North Central Appalachians,28,21,2.4,0.165670670375,0,0.0,1.532297322958044,93.9656,1,0.25,0.14285714285714285,0.32142857142857145,0.17857142857142858,0.10714285714285714
20150423-1015-jaygerber,5010003,spring,1.58085629791,North Central Appalachians,25,21,2.53,0.881778212018,0,0.0,0.0,90.0276,1,0.24,0.12,0.24,0.2,0.2
20150423-1134-jbutt,2040104,spring,5.30166069483,North Central Appalachians,23,17,2.69,10.7830355647,0,0.0,0.0,79.2845,1,0.2608695652173913,0.2608695652173913,0.21739130434782608,0.17391304347826086,0.08695652173913043
20150423-1007-jbutt,2040104,spring,3.24430789677,North Central Appalachians,26,16,2.29,34.8980587724,0,0.0,0.0,78.7956,1,0.3076923076923077,0.19230769230769232,0.19230769230769232,0.19230769230769232,0.11538461538461539
20150423-1344-jbutt,2040104,spring,12.1588855314,North Central Appalachians,31,18,2.43,19.8464191462,0,0.0,0.0,73.8745,1,0.22580645161290322,0.12903225806451613,0.3548387096774194,0.1935483870967742,0.0967741935483871
20150423-1700-SRBC,2050201,spring,39.2644314178,Central Appalachians,18,8,1.84,6.75235655385,1,0.0,0.38202514230729323,40.01045,0,0.3333333333333333,0.2777777777777778,0.1111111111111111,0.2777777777777778,0.0
20150423-1630-SRBC,2050201,spring,36.1862794724,Central Appalachians,12,5,1.44,11.1004995043,1,0.0,3.8412349107627404,29.04815,0,0.5833333333333334,0.08333333333333333,0.16666666666666666,0.16666666666666666,0.0
20150423-0930-SRBC,2050203,spring,40.8412332479,North Central Appalachians,30,22,2.45,0.384804477725,0,0.0,0.0,95.5285,0,0.26666666666666666,0.1,0.23333333333333334,0.3,0.1
20150423-1035-SRBC,2050203,spring,35.2037853922,North Central Appalachians,33,20,2.8,2.54879700774,0,0.4260905420507281,3.2382881195855333,95.72155000000001,0,0.18181818181818182,0.18181818181818182,0.2727272727272727,0.2727272727272727,0.09090909090909091
20150423-0460-WQN,2050201,spring,63.8639300709,Central Appalachians,23,17,2.56,0.832392631508,0,0.015658290977235933,0.0,87.106,0,0.30434782608695654,0.13043478260869565,0.17391304347826086,0.2608695652173913,0.13043478260869565
20150423-1250-SRBC,2050201,spring,7.43315233245,Central Appalachians,30,18,2.6,9.64005007818,0,0.0,0.0,88.924,1,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.16666666666666666
20150424-1245-garys,5020006,spring,1.01705359137,Central Appalachians,15,9,1.95,5.39504157333,0,0.0,0.9832323571592443,66.7656,1,0.26666666666666666,0.2,0.2,0.0,0.3333333333333333
20150424-0456-WQN,2050205,spring,59.0815115509,North Central Appalachians,31,22,2.78,0.921078000464,0,0.0,0.0,99.5338,0,0.2903225806451613,0.0967741935483871,0.22580645161290322,0.3225806451612903,0.06451612903225806
20150427-1100-jaygerber,5010003,spring,2.25281675946,North Central Appalachians,24,18,2.27,1.52205957972,0,0.0,15.092217268549529,85.876,1,0.3333333333333333,0.125,0.2916666666666667,0.16666666666666666,0.08333333333333333
20150427-1200-jaygerber,5010003,spring,4.71217969229,North Central Appalachians,22,17,2.42,0.912867830833,0,0.0,0.212216015793325,84.6598,1,0.22727272727272727,0.18181818181818182,0.22727272727272727,0.2727272727272727,0.09090909090909091
20150427-0930-smeans,2050205,spring,5.07067187279,North Central Appalachians,25,19,2.5,0.0,0,0.0,0.0,83.4425,1,0.2,0.12,0.32,0.2,0.16
20150427-1000-smeans,2050205,spring,24.4115644176,North Central Appalachians,26,22,2.52,0.123537832473,0,0.0,0.0,87.3473,1,0.3076923076923077,0.15384615384615385,0.2692307692307692,0.23076923076923078,0.038461538461538464
20150427-1100-smeans,2050205,spring,11.7411208932,North Central Appalachians,30,22,2.63,0.224294885287,0,0.0,0.0,92.6036,1,0.26666666666666666,0.13333333333333333,0.26666666666666666,0.26666666666666666,0.06666666666666667
20150427-1100-SRBC,2050206,spring,26.9324008049,North Central Appalachians,32,19,2.47,1.91246175507,1,0.0,0.0,93.7262,0,0.25,0.15625,0.28125,0.28125,0.03125
20150428-0930-jaygerber,5010003,spring,0.331655465137,North Central Appalachians,27,22,2.54,0.0,0,0.0,0.0,95.1048,1,0.25925925925925924,0.18518518518518517,0.25925925925925924,0.18518518518518517,0.1111111111111111
20150428-1030-jaygerber,5010003,spring,5.57033676031,North Central Appalachians,26,22,2.58,0.734799697762,0,0.0,0.5385670793507006,93.8665,1,0.3076923076923077,0.11538461538461539,0.15384615384615385,0.3076923076923077,0.11538461538461539
20150428-1130-jaygerber,5010003,spring,0.861632326123,North Central Appalachians,24,18,2.39,0.0,0,0.0,0.0,83.8058,1,0.3333333333333333,0.125,0.25,0.125,0.16666666666666666
20150428-1115-jbrancato,5010003,spring,1.67136746455,North Central Appalachians,23,15,2.7,2.8786618612,0,0.0,46.66837284702127,74.4723,1,0.2608695652173913,0.13043478260869565,0.2608695652173913,0.21739130434782608,0.13043478260869565
20150428-1345-gkenderes,5020006,spring,33.357651059,Central Appalachians,34,21,2.8,6.16790623643,0,0.0,0.0,82.7613,0,0.2647058823529412,0.11764705882352941,0.23529411764705882,0.29411764705882354,0.08823529411764706
20150428-0845-jbrancato,5010003,spring,1.12845492062,North Central Appalachians,22,14,2.45,4.21571311251,0,0.0,2.658502298303355,81.2838,1,0.18181818181818182,0.13636363636363635,0.36363636363636365,0.13636363636363635,0.18181818181818182
20150428-0930-jbrancato,5010003,spring,0.689800119829,North Central Appalachians,21,13,1.83,22.145096283,0,0.0,0.0,71.8756,1,0.3333333333333333,0.19047619047619047,0.19047619047619047,0.19047619047619047,0.09523809523809523
20150428-1330-glech,2050106,spring,1.59819397445,Northern Allegheny Plateau,19,12,2.37,4.59300780401,0,0.0,0.0,58.6391,1,0.2631578947368421,0.2631578947368421,0.21052631578947367,0.15789473684210525,0.10526315789473684
20150428-1530-garys,2050201,spring,3.81602646899,Central Appalachians,24,16,2.54,6.5398431571,1,0.0,9.171844137984598,72.113,1,0.25,0.16666666666666666,0.25,0.20833333333333334,0.125
20150428-1030-josecocco,5010007,spring,124.102509501,Central Appalachians,8,5,1.77,7.91250081287,1,0.0,0.5076448514483292,49.4281,0,0.125,0.125,0.25,0.25,0.25
20150428-0930-josecocco,5010007,spring,116.054738465,Central Appalachians,8,4,1.72,8.10863776576,1,0.0,0.5169974168533834,38.6905,0,0.375,0.125,0.0,0.125,0.375
20150428-1130-josecocco,5010007,spring,125.396965917,Central Appalachians,8,3,1.92,7.86755762213,1,0.0,0.5024045002946848,39.6038,0,0.125,0.25,0.5,0.0,0.125
20150428-1300-gkenderes,5020006,spring,32.0717669462,Central Appalachians,33,22,2.84,6.24230953533,0,0.0,0.0,90.95265,0,0.21212121212121213,0.18181818181818182,0.30303030303030304,0.21212121212121213,0.06060606060606061
20150428-1200-gkenderes,5020006,spring,6.64152715015,Central Appalachians,34,22,2.51,5.98379050919,0,0.0,0.0,90.4271,1,0.17647058823529413,0.17647058823529413,0.35294117647058826,0.08823529411764706,0.20588235294117646
20150428-1230-SRBC,2050201,spring,127.464010824,Central Appalachians,23,14,2.07,6.09164366593,1,0.047072110482108485,3.7579234868216607,71.3955,0,0.391304347826087,0.21739130434782608,0.08695652173913043,0.30434782608695654,0.0
20150428-1045-SRBC,2050206,spring,1.80902629948,Northern Allegheny Plateau,21,11,1.48,1.03737539755,0,0.0,0.0,64.2055,1,0.14285714285714285,0.2857142857142857,0.3333333333333333,0.14285714285714285,0.09523809523809523
20150428-0443-WQN,2050203,spring,46.1991545101,North Central Appalachians,31,23,2.78,0.353717206771,0,0.0,0.0,96.4628,0,0.25806451612903225,0.16129032258064516,0.2903225806451613,0.2903225806451613,0.0
20150428-0459-WQN,2050203,spring,137.038346902,North Central Appalachians,24,18,2.31,0.898467735777,0,0.029188910187748492,0.0,93.0313,0,0.2916666666666667,0.041666666666666664,0.3333333333333333,0.25,0.08333333333333333
20150429-1330-tdaley,2050101,spring,2.39619046328,Northern Allegheny Plateau,27,21,2.48,0.971718636693,0,0.0,0.0,92.734,1,0.2222222222222222,0.18518518518518517,0.25925925925925924,0.18518518518518517,0.14814814814814814
20150429-1100-jbrancato,5010003,spring,20.1739505265,North Central Appalachians,28,19,2.51,6.19980400113,0,0.04956887341854164,5.303869455783955,76.9023,1,0.25,0.17857142857142858,0.25,0.21428571428571427,0.10714285714285714
20150429-1230-gkenderes,5020006,spring,4.71055790518,Ridge and Valley,21,11,2.25,4.93642973662,0,0.0,0.0,45.859,1,0.19047619047619047,0.23809523809523808,0.14285714285714285,0.3333333333333333,0.09523809523809523
20150429-1400-emosbacher,5010003,spring,0.850859025998,Erie Drift Plain,27,19,2.74,6.4170637622,0,0.0,1.1752828252918488,86.0688,1,0.37037037037037035,0.18518518518518517,0.14814814814814814,0.18518518518518517,0.1111111111111111
20150429-1300-jaygerber,5010003,spring,1.47567181927,North Central Appalachians,28,21,2.8,1.53338915637,0,0.0,8.131889383058272,88.188,1,0.2857142857142857,0.17857142857142858,0.21428571428571427,0.17857142857142858,0.14285714285714285
20150429-1230-jbrancato,5010003,spring,8.07402854096,North Central Appalachians,24,17,2.19,5.59838543062,0,0.0,2.6009320989473617,67.7356,1,0.4166666666666667,0.16666666666666666,0.20833333333333334,0.125,0.08333333333333333
20150429-1145-garys,5020006,spring,2.64200705323,Central Appalachians,29,18,2.64,6.44685111296,0,0.0,0.0,90.342,1,0.2413793103448276,0.10344827586206896,0.3103448275862069,0.20689655172413793,0.13793103448275862
20150429-0830-garys,2050201,spring,1.30190891403,Central Appalachians,22,14,2.31,2.12658678372,0,0.0,0.0,72.7696,1,0.2727272727272727,0.13636363636363635,0.18181818181818182,0.2727272727272727,0.13636363636363635
20150429-1330-gkenderes,5020006,spring,8.23377457185,Ridge and Valley,40,26,2.97,5.24402883231,0,0.0,0.0,88.1438,1,0.2682926829268293,0.17073170731707318,0.1951219512195122,0.2682926829268293,0.0975609756097561
20150429-1310-SRBC,2050205,spring,16.2346296227,North Central Appalachians,32,22,2.59,2.82351094345,0,0.12319344798624222,0.0,91.1386,1,0.25,0.125,0.1875,0.34375,0.09375
20150429-1045-SRBC,2050203,spring,81.0428259346,North Central Appalachians,27,21,2.33,1.15413844611,0,0.04935662045185742,0.0,94.761,0,0.2962962962962963,0.14814814814814814,0.2222222222222222,0.2962962962962963,0.037037037037037035
20150429-1200-SRBC,2050201,spring,44.4019440881,Central Appalachians,21,11,2.2,7.96169730575,1,0.11260768199877157,10.92294515388084,61.47255,0,0.38095238095238093,0.23809523809523808,0.14285714285714285,0.19047619047619047,0.047619047619047616
20150429-1445-SRBC,2050205,spring,0.644235624677,North Central Appalachians,28,20,2.78,0.869096140014,0,0.0,0.0,89.758,1,0.25,0.10714285714285714,0.32142857142857145,0.21428571428571427,0.10714285714285714
20150429-1600-SRBC,2050205,spring,21.0814562596,North Central Appalachians,27,21,2.66,1.60196646604,0,1.138441277702102,0.0,86.5376,1,0.37037037037037035,0.1111111111111111,0.2222222222222222,0.25925925925925924,0.037037037037037035
20150429-1715-SRBC,2050205,spring,78.0736040239,North Central Appalachians,24,13,2.42,4.51961026757,0,0.4098696403230484,0.0,80.5201,0,0.4166666666666667,0.20833333333333334,0.125,0.20833333333333334,0.041666666666666664
20150430-1140-jbutt,5020006,spring,4.76913531123,Central Appalachians,41,25,3.11,6.02147229329,0,0.0,0.2096816162135881,92.2735,1,0.24390243902439024,0.14634146341463414,0.21951219512195122,0.1951219512195122,0.1951219512195122
